LOL~,307293
Ow.,1141252
shuts,815222
lost?,235125
locking,165135
Dang!,80961
tater,1188943
raining.,1289854
kidney,472866
stepped,1004003
retweeting,312627
you.....,735838
wimbledon,961937
working...,741150
working..,18112
males,456336
"pink,",1056672
sickness,254591
era.,1142075
@andypiper,117869
Break.,914413
alrighty,509272
welcome!,396
"Booo,",772701
@stratosphear,603882
Booo.,772703
Woo!,814550
"y'know,",1158727
tiny!,291476
Booo!,366312
Pork,762274
awesomeness,466049
MISSING,339125
charges,492523
charger,492524
contacts.,476225
Haha!!,777934
Germany?,1120887
goodmorning!,12891
@mistygirlph,1273918
vomit,556968
Oww,1141310
site!,888175
@iantalbot,1210168
"pasta,",217818
shameful,68652
followed.,993523
nÃ y,720204
time!),286207
composing,435978
@ahoova,667808
asleep?,603924
song!,512780
do.....,238839
fair!!,175880
Missy,825215
storming,112779
Pleasure,609944
Kevin.,904157
dm's,898905
@TiffanyGiardina,360302
Simba,639712
@SuperwomanAK,1233047
asthma,1300550
possible!,588096
yaaay,1236770
@toodamnninja,603948
Yumm,170534
follower!!!,767569
chance...,762337
sorry,347409
Lovely!,783294
Olive,1237994
scrapbook,1009448
@McFLYFan_Katie,956555
seams,1337738
Dammit,107536
GOOGLE,1153054
miserable!,934809
@EmmaJaneR,503026
stung,259925
mop,611244
Terrible,967214
exciting!!!,1252682
((,720269
@1sweetwhirl,988235
Gah!,332805
confined,735944
Tall,1051531
celebrate.,169646
alredy,804255
disappointed,160007
grim,898954
grin,898955
again....,607322
"career,",1301917
ilove,394010
Yummy!,96979
missing.,898959
Omfg,783327
missing!,898961
keyed,133364
towed,186430
posted!,972427
#jaljeera,1136068
sick!!!,837636
63,903980
donations,270520
nose,709879
cant.,1236823
claw,1153285
Dress,540379
4got,1349102
nauseous,720947
YUMMY,1104275
boooo!,699406
@MuscleNerd,482065
death...,1035790
overheated,819938
ewww,386936
doll!,625856
"&quot;Hey,",619909
broke.,877888
@FUCKCITY,223179
@karlerikson,373414
divine,254722
@fossiloflife,614633
FIND,1220793
broke!,877897
Listen,630474
*Sigh*,1051574
"Center,",7701
Shame,1096964
nooo,233688
Answers,635805
Bulls,972469
tots,487387
nutty,442750
:$.,805853
crying!,1085771
crying.,365723
"crying,",847967
pinched,359107
sympathies.,1281968
destroys,107608
biased,804319
revision!,522626
@amber_benson,851596
Congrats!,1189113
Stranger,805930
citrus,906157
"Congrats,",1189115
@xsavedgex,478411
Congrats.,1189117
@ZnaTrainer,1194452
:'-(,307477
kleenex,60160
Damn!!!,715094
broken,877933
itchy.,993655
fractured,383415
itchy!,993658
"two,",1039060
MISS,1141453
giggle,962123
Me',1109502
&quot;Star,420894
sorry....,909514
ack,191800
BEST!,497963
Kisses,461033
@katriord,25214
"awful,",310774
gums,577663
oy,207488
roam,1173235
Message,65450
sry,556404
amber,376437
WHY?,964999
Absolutely.,1173246
protests,956877
sudden.,409498
Congrats,641238
http://wave.google.com/,985554
btw..,368106
Absolutely!,1173249
blessed,392270
recommend?,1035875
worried!,1311338
Add,1337885
hanger,755111
determine,1348514
yout,239029
"yay,",170698
worried.,1311349
@Amanda_Holden,10955
@CateP36,328798
rainy...,995166
"flat,",102403
crunk,291700
downed,1302668
screwed!,43614
do???,909563
NG,254827
hee,720423
Suffering,1046302
Birthday,848431
sad..,1258093
seasoned,1281802
Great.,1048773
misss,1099094
booooooo,323482
boo...,851665
"HEY,",1164713
recommends,816830
another?,445250
money...,1093800
Twitter!,256886
Stevie,296991
Ahhhhh!,772933
Tnx,1274133
strikes,730850
spider,1160580
$800,1025498
Tummy,1006417
Tetris,941096
multitasking,662729
unreliable,466279
curse.,1292301
@miley,783481
Trailer,328842
Ad,1339400
Duty,962210
sik,1074362
burning.,1167980
@iphone_dev,854145
star.,569895
Woop!,930520
requests.,993764
sadness,1064787
awesome!!!!!,1345506
"he,",720475
@Eric_Chambers,479096
Retweet,147462
"chest,",16962
"bud,",144387
words:,228567
Farmers,668045
@SuzanneReed,415577
excuse.,816229
hbu?,76059
*cuddles*,714775
gift.,318235
Wings!,1316749
puke.,1303069
@brentbolthouse,1263559
tengo,974900
begins!,673475
deed,392367
poo.,1189252
research!,883287
words!,228584
c.,1207396
details?,767806
hasnt,362900
antenna,620093
Goooood,170787
@ModelSupplies,117880
sick?,751981
sick!,751987
regents,967446
yummmm,1112082
trick.,339426
trick!,339427
sposed,830713
09',656452
website!,439966
sick.,751995
"sick,",751997
poor,1189277
hospital.,387145
"hospital,",387147
advice!,717920
FIRE,746725
Boring,799269
Noone,270733
nowwwww,1252928
pear,1144071
ICE,207639
brat!,1019922
Fuck.,212923
"Fuck,",212924
SWEAR,1025573
Nose,767844
holiday!!,725729
accent!,402890
IMPOSSIBLE,983170
puked,668106
crappy,569423
sneeze,814875
Empire,64317
ICU,207650
Fuck!,1282137
worried...,18466
20mins,1322144
too!),471626
#andyclemmensen,1176025
sicky,752014
wrong?!,783392
@leightonmarissa,70880
moonlight,260204
Blah,39431
@PinksTwitFans,328486
shelter,286496
sickk,752023
fml.,225983
overseas,514192
evening?,281218
cpt,867577
WOKE,254958
Freakin',118298
Sell,748069
Trish,710134
filled.,19763
worse...,1332799
allergy,773044
12hrs,641392
sunk,814912
Unable,149782
YUM,176201
THANKS,585831
grind.,386618
@Gingernyc,773053
wernt,1274272
meditation,1285009
mommies,1152187
disgusting!,862290
dreadful,1223922
ty,1141660
adorable!!!,1109708
FOLLOW,858135
loooking,1226495
removal,291866
Thankyou,678892
@thebrandicyrus,1173455
smile,909743
hellooo,97279
Vs.,1157512
@erichalvorsen,1343416
waverly,7961
fax,249669
Ack.,587101
Shit.,1157516
puffy,13279
LAME!,1046483
overdone,202461
sono,249682
"Personally,",551375
wondeful,440071
plaid,162448
worst,744453
wish!!,694508
@esoterismo,213005
awful,904529
manageable,23702
broken!,1290303
NPH,376671
sumbody,692205
broken.,1290310
Noooooo,54606
-1,302497
booting,1165906
damper,752105
throbbing,1229641
earbuds,76209
hvnt,286608
OUCH!,202495
what!?,508892
him....,144546
GREAT,239259
Tune,797876
GUI,176279
@HennArtOnline,471728
built-in,782238
duet,761260
I;m,954940
prevents,939772
"should,",841428
toe!,694547
WON'T,920199
perspective,1109785
lightning.,55185
wishes!,459890
"tag,",567321
Join,403014
chuckle,767969
mention.,181503
Tried,1147034
Austin.,1030930
@Uk_joedan_fan,657562
apple!,851014
Demi.,1072924
mention!,181508
@SarahHorvat,888777
nang,809838
EE,1004853
@Natalie_McLife,825667
study...,173155
fuckk,487733
hijacked,855676
pic!,783706
sux,1200044
fixed?,705005
iran,302542
excited!!,978088
@WOAHAmber,440150
Proud,1231919
modify,300583
special!,1087336
@Original_One,1113257
vomiting,276143
will!,896192
greetings!,813847
selective,50043
whoooo,1113715
written.,296698
iraq,302557
tragedy,1115181
song!!,1338195
fatter,1046583
@JoeJonas1Fan1,1020501
tortoise,374809
attitude!,81495
"cinema,",81496
&quot;Best,916465
"Heck,",1004526
cust,1164497
fuck.,487775
@ManMadeMoon,1185364
hamster,783747
#goodsex,23793
stoked.,239334
Yup!,1253131
sweetness,403075
"Yay,",228819
fuck!,487786
paperwork.,554953
hahaah,1242488
yah!,376768
best..,1184163
@david_henrie,707933
SUCKS,867740
@TheWineVault,318488
Excellent!,1088833
vip,657631
BAD.,519677
today...so,792908
vey,782280
@lightsresolve,955505
suck?,13408
@evAllTimeLow,172259
yeah...i,47514
kittie,1020545
@MelanieFresh27,329143
Woop,814494
puke,562095
You!,297307
suck.,13422
omgggg,983389
Miley!,588602
@maynaseric,994047
permanently,871571
injury,197389
label.,1092054
wee!,1284585
suck!,13432
"hahaa,",1242527
roommate's,909921
no!!!,424255
chucks,593919
@kentgarrison,846860
FML,118494
encouragement,822444
broke,281458
@AceMas21,551543
Fml.,576521
kendra,957253
Nice.,750754
sister...,149993
????????,904689
@latifaM,197416
sucky,13465
canceled,640992
take?,809956
Fathers,987252
sucks,13470
TSCC,544727
@iamspectacular,794497
thanx.,593940
Follower,915117
Arghhhh,663090
shit?,81593
Whyyy,783831
sigh...,1295769
i'l,442885
#sytycd,550945
watcha,382176
thanx!,593947
wtf.,492464
#Fail,1092343
Gosselin,249883
stomachache,546224
Tooth,881998
joints,841591
#ff.,567489
neglected,192244
sicker,129187
loosing,1025216
miserable.,155219
@BuzzEdition,60619
reliving,307943
toothache,191564
ughhhh,731223
lover!,498643
needy,519779
tweetin',583368
thrills,1316433
@Beverleyknight,276283
#ff,1269260
boooo,101589
@MelFresh27,527406
Loving,569480
playin',731247
smokers,607417
simplicity,503779
painful!,1025895
aches.,71179
@sarahprout,689478
@alexsheppard,983486
Nooo!,915175
craptastic,1004676
Pass,482788
genius.,477216
painful.,1025903
"painful,",1025904
sippin,1078322
joint.,841643
numb,799595
epic!,967778
You!!,1194954
Italy?,506704
bleak,122687
Montreal.,943499
susah,694763
bueno!,715622
crowded,647031
Sweet,578155
confirmed!,609870
twisting,1030128
booo.,1141951
ortho,213253
Candice,118600
Likes,841666
scaring,1295858
pleasure,38744
@pervetastic,448871
hehe...,694783
uninstall,50247
burnt,269150
Forced,773362
Alliance,667527
missss,852128
greatt,994204
Nervous,86896
ffs,1316224
disabled,673094
tooth.,519858
Around,237467
jeez.,502951
smiling,186132
"jeez,",308028
SF!,873217
bummed,1015404
messed,239597
fair!,8281
graduating.,831124
Telstra,313374
hurting.,1046772
"hurting,",1046774
grounded.,910063
Backstreet,312525
symptoms,1269335
vomiting.,1061878
Good?,312594
@thehoosiersuk,1195019
bummer,1015424
nifty,804865
Losing,652408
SORRY!,720915
@libbyoliver,524421
CHECK,999523
truth!,867953
tragic.,387555
lookout,329319
goof,668505
hurting,498532
Yessss,181782
GAH,901478
Worried,747132
Youth,562296
2G,1237486
"Birthday,",339861
Stoked,778663
Birthday!,339866
Bah,1004776
nectar,243164
marcus,1327910
hero!,599383
robbie,836463
THANKYOU,81861
Disappointed,835678
Globe,583504
Lack,815324
sucksss,1274649
waste.,596888
xoxoxox,641797
@howlertwit,778683
Thanks,700033
worries!,1266805
downside,1023464
Dreading,1073210
http://bit.ly/PmvRY,12859
today...i,583523
difficult.,244821
colder,1327941
2hr,804920
Gutted.,92312
wires,254587
@JMatthewFlyzik,1073222
@1jaredPADALECKI,392837
Crying,1225096
Ow!,97577
Gutted!,92319
DOESN'T,973112
Twitters.,1105990
worries.,1266810
Yuck,108260
@Hanster7705,377037
@angelajames,472088
rescheduled,432337
@tommytrc,1062797
misses,1290708
Wtf,826003
Alright!,190717
Sunburn,129149
ftl,1333243
salute,1285064
Cool,1195107
&lt;/3,498611
BB10,1301327
3.0?,1264062
@llordllama,960824
blue!,403377
loop!,72108
@KayleenDuhh,794459
Anytime,710598
WITHOUT,13713
"3.0,",1264077
backed,1026080
"couple,",60001
Charlie's,794470
blister,757801
cheers,139710
Congratulation,525337
revival,1346557
sytycd,213404
muscles.,498638
terrible,1253416
terribly,1253419
curious...,1115519
luvly,562397
shoutout?,994361
Ew,1004897
lover.,498653
promoted,641519
Cheers!,176682
doctors.,700130
mish,1253436
this??,742024
Oklahoma,271241
Hugh,1073292
@nileyxlove,304682
@BrianMcnugget,752521
Grrr!,789300
dins,873285
mountain...,92398
Bless!,1195165
yay!!!!,451170
Dinara,726272
miss,1253453
exams...,822497
Grrr.,789307
Cosmo,573035
aghhh,647250
wishin,1142150
excited!!!!,1232288
Slight,208143
impressive.,292357
divorce,1004922
begin!,517428
hangs,1073310
numb.,192508
Cheers,244935
wonderful,302961
paycheck.,1182664
Rubbish,841879
compliment.,1046972
pleasantly,620721
headache,831347
Grrrr,789329
pains,1301394
din!,145016
alright...,896262
Hangover!,836855
cupboards,504923
SINCE,1052343
scooby,440573
@ItsJustDi,1322711
dentist,731516
doctors,1322718
T-T,1329804
trolls,266011
ok??,773614
Shoutout,941782
2DAY,507681
squeaky,29374
@xmellyssax,514920
condolences,594251
@ChadMichMurray,197723
shity,81550
&quot;off&quot;,92452
@zaneology,599549
tummy,525628
@aTexasAttitude,1145117
@e_bookpushers,937295
"woohoo,",1211063
@butterflymaven,993509
woohoo!,1211067
Alexander,739416
declare,1237686
gonna',610128
did't,610130
experience!,978818
gals,504100
Motors,583697
Thnx,557173
canceling,1057615
#musicmonday,1264471
@starlingpoet,1151090
Carradine,826133
ROCKS,176774
Father's,599867
gale,504109
weeeee,318931
meltdown,668740
&quot;Just,1158051
vulnerable,1041825
Meh.,1242929
Mushroom,171476
Clicking,176790
trance,472243
fashion.,826152
@teambudd1,1174068
Teri,635820
bad!!,525477
"Hiya,",815530
"performance,",1275308
@Minervity,989051
@pamjob,61400
irritated,185459
loading.,663405
@pressdarling,1262946
...too,520113
goooood!,1031431
Gone.,978578
Thx,1211117
grad!,247171
Atl,836703
Go!,1062992
it.&quot;,616272
yawn,108457
virus,863438
@keshiaford,504158
"housework,",155611
laughter,290710
Philippines...,736848
tongue.,525512
giggling,393047
@khaled,852423
CUTE!,799925
@BeckyC3,1027033
@rmilana,1264243
artistic,742173
Ryan!,1068226
fetal,796357
physics,8590
Hah,87230
@knealemann,266117
ugh,255625
humid,810365
blended,679508
Motown,679509
OUCH,878804
chanel,765934
JL,589095
nadal,124152
Lennon,1063042
out...but,435362
Ð°,539458
@AnalystAlterEgo,767543
Poor,1344054
wraps,594382
recommendation!,1148356
@TWCWeekends,631390
recommendation.,1317521
unhappy,899935
failed,276683
starving,610239
medicine.,1328229
late....,234579
pleasure!,171579
"tweeps,",61069
unpleasant,158990
"heaven,",684686
downpour,1057740
dependent,319042
heaven!,684690
attire,926827
Tasting,667307
@Hitman1971,626161
ferret,1216492
anxiety,1227083
shanghai,716632
cruise!,1057754
wish...,953183
Whatcha,1280320
nagging,482856
sleepover!,674270
funerals.,314728
tryed,1233795
revelation,260402
choc.,666426
idiot!,773779
withh,29563
Thx!,994589
crap.,92433
cry,805225
style!,658193
Bluetooth,419436
Damn...,1232522
reali,639324
delayed.,1243089
lady...,853470
Jonas.,87584
Ny,254799
Schoool,40152
greetings,7608
cramp,1211234
@thebeanboy23,488309
Hmph.,525607
devils,1174209
can't...,1265774
for!!,747507
France,176939
"weekends,",869037
ard,334922
whyyy,1152878
overboard,931354
sen,700397
angie,324358
Goodnight!!,681130
Homework,119021
"migraine,",829554
cosplay,1232617
at...,71652
shirt!,761468
FAVORITE,1163603
myspace!,561399
migraine!,926156
@TheEngTeacher,239980
flavoured,166951
Tehran,1232565
Mmmmm,39997
burned,140017
sick...,218930
@JunkFoodTees,271500
hahaha!!,467182
restless.,654149
missing,1233892
pisses,98018
sold,1174016
confiscated,863092
baguette,364508
whyy?,1152923
effed,1105283
@IamMaxatHotSpot,462002
devil.,1174259
ill...,136117
pissed,98030
floats,717440
fan!,1237917
noes!,1195475
sharing!,894758
sharing.,894761
cuts.,1129752
"Mmm,",19261
Jan.,714113
goverment,1329788
"knee,",658294
@Emsy,509658
yards,908488
"price,",456796
battery,29674
headachee,836910
@andysowards,1344874
nvr,722885
#Iranelection,255808
#WWDC,534221
dancer,1012126
@tpr2,852603
nettles,19287
knew?,1094756
TMI,1306580
Hates,14084
headaches,836926
handy.,410666
Stomach,124328
@ThePISTOL,875892
hillsong,1110542
Margaret,1344746
froze.,947369
boot!,811129
trilogy,1015816
lahat,599832
FTL,1333543
@Bytor2112,488404
there:,800137
funny!!!,1227335
loveeee,684976
@BigDaws,421077
headache.,836955
lost...,939091
wth.,304321
here:,285341
"??????,",262829
success!,705730
dance*,393278
@Fejennings,292729
NJ.,5403
Pics,936763
@SharonHayes,544782
recalled,1232662
Donna,1190245
gah,562804
towns,1206085
canada.,24
shool,965118
Cute,663746
stolen,758191
DIVERSITY,1184899
@estoni,663749
Dino,203307
battling,138073
candles.,752920
Sales,229562
heya,794918
distressed,441515
accidently,515092
@KrisAllenmusic,852664
3.30,557504
Hating,675053
:^),319240
@OscarTheCat,842247
Update:,145398
#followfriday!,800191
Grounded,663771
moment:,1207560
"#followfriday,",800195
(pinpoint,1169006
@NileyLoveStory,831705
disappointing,1158375
celebrate!,169655
rocks!,393338
bedtime!,989456
grin*,704667
chapter.,1201930
SWEET!,621117
shat,536321
noooo,1285928
migraine,605198
@jasminekpk,1232713
achey,393351
conversation.,557538
@garymurning,661891
Cops,14174
itchy,1094874
eww,1005344
secret?,894715
@scottrmcgrew,266416
kayo,823433
wonderful!!,504520
flooded,931554
3gs,472568
sister!!,1344347
hello!,1339017
*cries,358472
Download,272450
stinks!,8894
@serialseb,1232736
smile!!,250570
stinks.,8900
http://twitpic.com/6np19,668147
pills.,477920
Noo,9255
sorrry,92842
@delwilliams,1056762
nooo!,708300
2009...,66593
Bakery,133687
bruised,391263
regretting,615834
ache!,393402
WTF.,721508
...why,964793
logies,387773
landmark,1055060
sulking,795005
ache.,393407
stating,61349
"ache,",393409
sorry.,423758
pollen,145475
chord,50885
"memories,",308709
hurrah!,1121303
Aloha,789770
http://twitpic.com/6g790,847593
Madre,271733
Cancelled,593415
Wonderful,1200902
Statement,382912
Horrible,1058044
race...,56538
Bored,858020
dito,683765
gems,292863
Deluxe,990864
"flu,",840387
tablet,145503
flu.,477966
found.,835783
admission,613005
Sigh.,87604
;_;,50524
aloha,721541
@JoLoPe,626486
"Demons,",1052797
follow.,753053
Mann,1284733
crying,826559
follow!,753058
brainstorm,1068580
hates,287514
avatar!,936450
@mkayes,124522
ha..,621233
emergency,594757
loss,938269
idea!!,1339102
hatch,100506
triste,726784
@theteganandsara,1211546
Air,568269
shitty,950100
suffering,721563
Classy,963338
Ow,171945
Woohoo!,721569
blech,182452
moody,821231
@ciararyandreams,1013425
jobs.,56118
"throat,",789836
*waves,504636
throat.,789838
indication,1132035
HAPPY!,665216
FD,129770
disorder,658551
badly!,806845
pain...,253446
Dancing,1190427
Share,98311
fathers,1000226
unloved,319426
all-nighter,467016
@imrananwar,884471
withdrawal.,1186512
Tragic,826613
3.0,716389
Typing,968545
SATURDAY,1174540
"Hell,",679935
Economy,557686
don;t,568324
@mp3mad,816013
BORING,425161
"Look,",560578
warnings,546591
R.I.P.,1339171
Jumping,298212
@ShawneyJ,340971
#FollowFriday,170590
(H),637133
Nice,1090176
closely,446069
Sunday!!,547067
universe.,726866
comment!,364397
day...i,472727
Noooo!,661797
example.,372334
"cares,",1142254
sigh.,361736
raided,913573
refused,402915
@smosh,425182
Bom,942360
Hittin,557722
Boo,942362
refuses,863426
ache,51013
@nicole_b86,1079166
Hello,679974
nauseated,478483
IVE,1227610
"forget,",1232910
unemployed.,169733
piles,921206
RAWR!,578996
NOTHING!,39688
AGAIN!,1264750
"competition,",515360
unimpressed,619019
summer??,1085315
backlog,283580
so....,1073916
"Fun,",82513
classics,1232927
bleeds,800430
misplaced,245556
"stress,",633810
&quot;Never,774214
sniffle,1153323
Yaay!,361786
@greeneash,1227642
brass,312965
@DrRus,1232942
Helps,203580
HATING,837231
sakit,818080
drought,1118290
stitches,1264787
love!!!,842517
medication.,914091
cable.,1004331
hehehe..,257800
Where'd,900420
ugh!!,1191721
Hugs!,718522
FAIL!,1047631
WOOHOO,827041
Blah.,968647
blows.,235059
Street.,457137
Excellent,56253
cashback,346269
"niece,",361814
Blah!,968653
scared,1159912
FAIL.,1047643
plunge,568430
@EthanSuplee,905663
Help!,203607
relaxed,616055
motivational,351265
succumbed,968662
Congrats!!,203613
Cedric,384357
@featureBlend,1344605
sweet!!!,1123589
familia,667467
cram,811186
Switzerland,1318024
help....,435920
Unpacking,451893
cramping,1000361
chiropractor,1211713
caller,335405
bio.,1185237
@dwgirl4life,460700
Added,296213
BOOO,1132208
C's,526100
FUCK!,1158912
Pity,892821
"helpful,",245637
sad!!,739527
http://twitpic.com/6q1om,23337
fans!,1192805
introducing,274904
lost.,235115
#fail,690417
(re:,324851
home!!!!,1254189
smile!,1021573
"changes,",742751
crepes,821435
comments?,861157
smile.,1021580
Chillin',947772
Ta,1105754
A!,1339340
grt,293101
grr,293102
@stfumichelle,340732
fears,1190601
invalid,404177
"grr,",880487
preventing,24913
smiling.,1321850
A2,1339355
ugly.,393690
Wasted,680106
smiling!,895234
smiles,1021606
everybodys,1148174
Iran.,984707
beatiful,478250
gross,877899
&quot;Let's,1312778
missin,1107981
goooooood,552582
sory,125016
Laughing,1222324
puncture,19735
@mmm_gash,910998
blah!,1243651
earphones,600272
panda.,1073139
shining!,1349972
Lame.,114347
work......,539176
insomnia!,409509
@UniqueGuitarist,140545
f'ing,340771
uncool.,326017
alongside,1253525
@seanmurphymusic,685269
Whoop,826838
HILARIOUS!,202349
2001,921390
junkie,648485
uterus,690489
failures,921396
na?,579177
dvr,1275598
@rampantheart,937203
Perfect,208329
rubbish,1228012
squats,327213
Paranoid,1075824
@MATT_369,520819
Spock,140573
gb,874214
8:30.,166839
FALL,177526
@Boomstone,1273811
Progress,1312830
strep,930718
@williger,1180102
&quot;hi,826878
FF!,1137678
LOL),307321
Nom,9253
gokey,1201242
compose,774407
yaay!,637368
#peterfacinelli,795386
rewarding,833206
Argh,86744
dislike,277335
Sinus,140596
Max's,531457
jinxed,642782
Mmm...,679141
PEACE,452048
failed.,335547
highway.,974050
@alydenisof,973353
"Church,",1032155
wavy,430702
trough,219511
cellular,219512
Misses,22179
looooove,732347
Enjoy,968853
severely,795419
paint!,704697
respectful,1302250
retweet!,35581
#tcot,896598
FFS,1137726
worst...,933951
Woot!,805894
@dhempe,1307558
away?!,188071
relation,836750
choppy,963677
noted,1011162
G'night!,554517
uhhhh,765022
"alrighty,",1183732
cannot.,1076082
owwww,130098
bleeding,288678
flu,582005
allllllllll,553499
@hypnophil,1312902
album!!,145886
@realmfox,182832
grrr,880519
damn...,219544
@ChrisCuomo,251030
yayyy,911128
3G,1153588
unhappy.,616270
@RobPattzNews,1132420
Headache,874309
poorly.,1079456
formats,446257
hmph.,895377
unavailable,103948
@weshotthemoon,161690
anthem,1005858
labeled,449557
preety,515645
(Sorry,863739
Yeah!!!,1118384
gn,874217
beached,778081
grr..,642853
3g,1153613
Drs,1005871
HOMEWORK,425505
SUPPOSED,190884
yayy!,911153
booooo,699446
Impressive,209108
FTW,224835
Created,1254383
upsetting,1190781
sinuses,251069
gathered,1079483
447,224841
sins,37920
*sad*,458395
lovely!,1057846
boot.,811123
Yum,456788
Supposed,595176
@gourmeted,921527
diagnosis,474306
@HipHopJunkie951,958469
bode,584600
irritating,636894
bloopers,938197
overlooking,774374
headache!!,351531
@InkBlue,319813
bites,327866
Tequila,515687
skills!,1254409
disappointed.,1335207
Twitters!,1105986
Mmmmmm,77611
added.,1047940
Grr.,834998
Success!,886722
wie,1063850
foresee,9396
dolls.,1174469
bittersweet,1074320
limp,77625
shoved,1265090
@Leanne0710,1196143
sux!,251114
Fml,467888
@daysdifference,743000
decrease,1238600
"cousins,",234079
SMH,542151
dentist.,1339608
redo,884895
sux.,251125
dammit.,1262508
Silverstone,167011
fed,124982
refers,1300674
metaphor,664363
@SofiaMiller,758837
@anca_foster,218841
Annoyed.,1185523
breakup,1174960
Huh,462720
dreams!,1186927
"awards,",569684
injured.,393935
sorrrry,568748
"fresh,",686428
Broke,1254455
GORGEOUS,827043
knuckle,942747
bangs.,77660
@roshnimo,645646
goodbye.,100580
ALBUM,445570
dentists,1339637
ANYMORE,795298
Gud,526399
THO,209691
econ,1275816
sir.,193496
occurred,995158
infection,632264
cooperate,1344690
sore,125019
thing's,74617
smile?,1021569
phone....,858316
ashamed,542196
txt.,1344763
alil,900775
aircon,202224
sweet!!,842886
needle,794540
NOOOOO,1099965
ch.,267023
jeep,819998
shoulda,841478
praise,383370
LOSE,827086
Vote,1254505
chocolate!,1313065
aweful,1132459
Scared,1259805
@taylormosher,948076
color!,1085939
Wishin,521050
LOVE...,452254
Joe!,1136553
awesomee,963854
@unmarketing,264429
@mybonescostme,648323
Yayyy!,1058644
"yogurt,",811251
Homemade,14779
@jessicaveronica,764203
cat...,77708
Jamming,659079
YW,690770
lama,1069126
"cancelled,",523313
memorize,293453
@ordinary__,1211740
bunged,737810
WISHING,1037549
@bubblegarm,68092
@elwoood,1042815
*tears*,367531
yayyyyy,288178
elliptical,621802
sad...,574239
@jasoncastro,109436
can;t,811278
happened??,1339725
watery,246013
Figured,325220
Diaries,634968
@DavidKirlew,1027209
peeling,1069299
lÃ m,769431
boooooo,1141645
awesome?,963903
lines.,1228093
wrist,779870
tier,995485
ties,995486
Gospel,595344
stiff,156358
EXCITED,627066
Grrrrr,261835
CRAP,235513
tethering,1058934
likey!,1100844
bleeding.,703898
sucks!!!!,251251
Ewww,341101
sidewalk.,1201536
Thanks!!!,1324096
"swollen,",696085
gone?,711739
swollen.,696087
classy,1313160
@LexiePixie,595371
@suesshirtshop,1106157
chain.,1345873
necklaces,370178
@LittleLee,130339
Shame.,1204618
On!,1185602
@'s,921734
inspired.,942883
Ouch.,1312192
"Love,",900885
insight,1185664
"orange,",653732
wawa,1074420
flopped,659159
damnit,679563
hahahaha!!,1324242
Blueberry,173033
again?!,1027710
noticed...,478655
delish!,35858
crabby,995534
"lonely,",1164479
lonely.,1164480
lonely!,882954
@fddlgrl,1090334
@ctham,441489
walnut,93569
Thanks.,885074
sorry!!,1074437
article!,611236
names?,715120
Brooke,595413
"surgery,",687774
Relient,900653
Bollywood,288180
Thanks!,547842
Lovee,900921
flex,1329210
morgen,1270648
died...,193656
@Oprah,764323
Heeey,890306
freebies!,1106201
Solid,277678
Bowl,561747
obv,216667
@lesanto,415686
Hahahaha!,566173
happened?,414363
unfortunate.,885101
dar,234953
@WollemiPine,436422
look?,70615
forehead.,593552
"count,",284055
struggled,441649
dream..,1334974
4:45,1249366
ultrasound,262718
@itsmeleighton,895679
scenic,848305
ASPCA,167221
Sad,67350
Exciting!,942955
slipping,711820
Downside,596158
"omfg,",606692
'How,665870
muffins.,737938
@mikecj,51598
sunburn,1324462
Veronicas,584873
oui,611294
activate,1175199
STAR,320065
Pains,930467
aggravated,537121
AWESOME!!!,425820
8?,737961
exceeded,775620
"decided,",468153
Crap,765788
HATE,83095
87,737969
"vegas,",304178
dsnt,648504
KILLING,226026
Yayyyy,1058684
"following,",25408
@MuchMusic,362395
recipe.,1101884
disapointed,927151
dawned,606029
@kacymariemae,980977
tests.,737990
@TomVMorris,1295596
ill?,1088069
crazyness,672673
anyhoo,572961
families.,891378
allergies.,256745
Oven,475009
allergies!,256751
Upset,1233590
ill.,1233594
WOO,20225
Stupid,796833
allergies?,256759
nicked,569420
@bobbyllew,68126
@TravisGarland,1064162
Drawing,9695
ill!,1233603
@karriedaway,1006000
Outlook,765425
progress!,565291
@vipvirtualsols,816714
Poo.,1344122
NOOO,822005
XOXO,995664
song!!!,1106296
misssss,236788
Tks,441855
fatigue,558222
annoyin,219938
spilt,1207011
"Remember,",1138165
hurt!!!,1260066
@maellability,1169900
MOTHERS,83154
Migraine,890435
SYTYCD.,616654
@ThatKevinSmith,378405
@Bball4life,21786
economy.,267292
Prop,151533
expensive,759782
@camiknickers,902256
blows,1122128
precisely,51689
Guns,1175293
Hasn't,543788
sadly,669996
@ginoandfran,1281962
Eastern,172761
bugger!,790615
rockstar,116408
worked!,1101717
gcse,1037782
noooooo,262058
violated.,20549
decorations,489414
ankle,769676
drool,1350515
painful,490778
whoo!,1196499
stomach,510723
Success,906320
winner!,1058919
headache...,1074619
gotcha,1313381
laundromat,358000
block!,193547
dreary,225244
attack.,860736
depressing,250438
Bride,537252
long!!!,711961
"heh,",937749
heh!,937752
brothers!,221521
Remembers,1138228
clarkson,1100841
FANTASTIC,1022217
dont!,927261
wth?,304309
meanie,890502
burnt!,283087
listeners,468280
"Dan,",562653
Fletcher,420625
Why'd,622089
HORRIBLE,277862
allergic,935745
nooooo!,262106
spurs,790663
woot,756712
RAINY,1022234
"ow,",548530
"sadly,",837981
sadly.,976165
